sample_id,npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet
[emim]__[Tf2N]__R134a__298.1__0.1,632,632,[emim],[Tf2N],R134a,298.1,0.1,0.138,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298.1__0.1497,633,633,[emim],[Tf2N],R134a,298.1,0.1497,0.203,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298.1__0.2001,634,634,[emim],[Tf2N],R134a,298.1,0.2001,0.263,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298.2__0.2504,635,635,[emim],[Tf2N],R134a,298.2,0.2504,0.322,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298.1__0.3,636,636,[emim],[Tf2N],R134a,298.1,0.3,0.382,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298.1__0.3492,637,637,[emim],[Tf2N],R134a,298.1,0.3492,0.4429999999999999,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323.1__0.0103,638,638,[emim],[Tf2N],R134a,323.1,0.0103,0.008,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323.1__0.0503,639,639,[emim],[Tf2N],R134a,323.1,0.0503,0.036,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323.1__0.1,640,640,[emim],[Tf2N],R134a,323.1,0.1,0.071,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323.1__0.1502,641,641,[emim],[Tf2N],R134a,323.1,0.1502,0.105,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323.1__0.2002,642,642,[emim],[Tf2N],R134a,323.1,0.2002,0.138,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323__0.2504,643,643,[emim],[Tf2N],R134a,323.0,0.2504,0.1689999999999999,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323.2__0.3003,644,644,[emim],[Tf2N],R134a,323.2,0.3003,0.201,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323.1__0.3503,645,645,[emim],[Tf2N],R134a,323.1,0.3503,0.231,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348.1__0.0105,646,646,[emim],[Tf2N],R134a,348.1,0.0105,0.0,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348.1__0.0503,647,647,[emim],[Tf2N],R134a,348.1,0.0503,0.017,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348.1__0.1003,648,648,[emim],[Tf2N],R134a,348.1,0.1003,0.038,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348.1__0.1503,649,649,[emim],[Tf2N],R134a,348.1,0.1503,0.0579999999999999,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348.1__0.2001,650,650,[emim],[Tf2N],R134a,348.1,0.2001,0.077,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348.1__0.2502,651,651,[emim],[Tf2N],R134a,348.1,0.2502,0.096,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348.1__0.3002,652,652,[emim],[Tf2N],R134a,348.1,0.3002,0.115,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348.1__0.3501,653,653,[emim],[Tf2N],R134a,348.1,0.3501,0.133,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298__0.028,654,654,[emim],[Tf2N],R134a,298.0,0.028,0.0161,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298__0.048,655,655,[emim],[Tf2N],R134a,298.0,0.048,0.0411,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298__0.079,656,656,[emim],[Tf2N],R134a,298.0,0.079,0.0754,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298__0.125,657,657,[emim],[Tf2N],R134a,298.0,0.125,0.1392,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298__0.195,658,658,[emim],[Tf2N],R134a,298.0,0.195,0.2304,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298__0.244,659,659,[emim],[Tf2N],R134a,298.0,0.244,0.2943,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298__0.286,660,660,[emim],[Tf2N],R134a,298.0,0.286,0.3428,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298__0.335,661,661,[emim],[Tf2N],R134a,298.0,0.335,0.3992,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298__0.395,662,662,[emim],[Tf2N],R134a,298.0,0.395,0.4681,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298__0.444,663,663,[emim],[Tf2N],R134a,298.0,0.444,0.5228,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298__0.493,664,664,[emim],[Tf2N],R134a,298.0,0.493,0.5812,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298__0.537,665,665,[emim],[Tf2N],R134a,298.0,0.537,0.6344,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298__0.585,666,666,[emim],[Tf2N],R134a,298.0,0.585,0.7004,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298__0.624,667,667,[emim],[Tf2N],R134a,298.0,0.624,0.7667,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__298__0.648,668,668,[emim],[Tf2N],R134a,298.0,0.648,0.8183,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323__0.034,669,669,[emim],[Tf2N],R134a,323.0,0.034,0.0105,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323__0.104,670,670,[emim],[Tf2N],R134a,323.0,0.104,0.0616,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323__0.166,671,671,[emim],[Tf2N],R134a,323.0,0.166,0.1055,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323__0.208,672,672,[emim],[Tf2N],R134a,323.0,0.208,0.1345,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323__0.284,673,673,[emim],[Tf2N],R134a,323.0,0.284,0.1844,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323__0.379,674,674,[emim],[Tf2N],R134a,323.0,0.379,0.2437,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323__0.469,675,675,[emim],[Tf2N],R134a,323.0,0.469,0.2986,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323__0.566,676,676,[emim],[Tf2N],R134a,323.0,0.566,0.3531,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323__0.667,677,677,[emim],[Tf2N],R134a,323.0,0.667,0.409,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323__0.786,678,678,[emim],[Tf2N],R134a,323.0,0.786,0.4745,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323__0.901,679,679,[emim],[Tf2N],R134a,323.0,0.901,0.5338,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323__0.995,680,680,[emim],[Tf2N],R134a,323.0,0.995,0.5884,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323__1.089,681,681,[emim],[Tf2N],R134a,323.0,1.089,0.6465,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323__1.174,682,682,[emim],[Tf2N],R134a,323.0,1.174,0.6974,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__323__1.24,683,683,[emim],[Tf2N],R134a,323.0,1.24,0.7486,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348__0.051,684,684,[emim],[Tf2N],R134a,348.0,0.051,0.0087,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348__0.082,685,685,[emim],[Tf2N],R134a,348.0,0.082,0.0203,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348__0.133,686,686,[emim],[Tf2N],R134a,348.0,0.133,0.0409,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348__0.204,687,687,[emim],[Tf2N],R134a,348.0,0.204,0.0715,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348__0.279,688,688,[emim],[Tf2N],R134a,348.0,0.279,0.1035,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348__0.364,689,689,[emim],[Tf2N],R134a,348.0,0.364,0.1355,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348__0.448,690,690,[emim],[Tf2N],R134a,348.0,0.448,0.167,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348__0.526,691,691,[emim],[Tf2N],R134a,348.0,0.526,0.1963,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348__0.634,692,692,[emim],[Tf2N],R134a,348.0,0.634,0.2354,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348__0.763,693,693,[emim],[Tf2N],R134a,348.0,0.763,0.2818,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348__0.896,694,694,[emim],[Tf2N],R134a,348.0,0.896,0.3235,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348__1.026,695,695,[emim],[Tf2N],R134a,348.0,1.026,0.3644,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348__1.146,696,696,[emim],[Tf2N],R134a,348.0,1.146,0.4014,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348__1.268,697,697,[emim],[Tf2N],R134a,348.0,1.268,0.4345,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348__1.399,698,698,[emim],[Tf2N],R134a,348.0,1.399,0.4722,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348__1.757,699,699,[emim],[Tf2N],R134a,348.0,1.757,0.5687,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__348__2.16,700,700,[emim],[Tf2N],R134a,348.0,2.16,0.6928,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303__0.024864,701,701,[emim],[Tf2N],R134a,303.0,0.024864,0.03082,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303__0.049899,702,702,[emim],[Tf2N],R134a,303.0,0.049899,0.06037,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303__0.099831,703,703,[emim],[Tf2N],R134a,303.0,0.099831,0.11688,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303__0.199944,704,704,[emim],[Tf2N],R134a,303.0,0.199944,0.22381,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303__0.299517,705,705,[emim],[Tf2N],R134a,303.0,0.299517,0.32311,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303__0.349947,706,706,[emim],[Tf2N],R134a,303.0,0.349947,0.37076,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.0155,707,707,[emim],[Tf2N],R134a,303.15,0.0155,0.0257,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.0498,708,708,[emim],[Tf2N],R134a,303.15,0.0498,0.052,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.0599,709,709,[emim],[Tf2N],R134a,303.15,0.0599,0.07,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.0968,710,710,[emim],[Tf2N],R134a,303.15,0.0968,0.0981,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.1319,711,711,[emim],[Tf2N],R134a,303.15,0.1319,0.1322,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.1921,712,712,[emim],[Tf2N],R134a,303.15,0.1921,0.189,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.2221,713,713,[emim],[Tf2N],R134a,303.15,0.2221,0.2186,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.2697,714,714,[emim],[Tf2N],R134a,303.15,0.2697,0.2571,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.3134,715,715,[emim],[Tf2N],R134a,303.15,0.3134,0.2968,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.3509,716,716,[emim],[Tf2N],R134a,303.15,0.3509,0.3251,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.4466,717,717,[emim],[Tf2N],R134a,303.15,0.4466,0.406,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.4928,718,718,[emim],[Tf2N],R134a,303.15,0.4928,0.442,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.018,719,719,[emim],[Tf2N],R134a,303.15,0.018,0.0147,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.032,720,720,[emim],[Tf2N],R134a,303.15,0.032,0.0326,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.045,721,721,[emim],[Tf2N],R134a,303.15,0.045,0.0518,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.068,722,722,[emim],[Tf2N],R134a,303.15,0.068,0.076,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.097,723,723,[emim],[Tf2N],R134a,303.15,0.097,0.105,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.124,724,724,[emim],[Tf2N],R134a,303.15,0.124,0.132,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R134a__303.15__0.155,725,725,[emim],[Tf2N],R134a,303.15,0.155,0.156,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(C(F)(F)F)F,Table S3. VLE HFCs
[emim]__[Tf2N]__R125__283.1__0.01,726,726,[emim],[Tf2N],R125,283.1,0.01,0.008,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[Tf2N]__R125__283.1__0.1,727,727,[emim],[Tf2N],R125,283.1,0.1,0.085,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[Tf2N]__R125__283.1__0.1997,728,728,[emim],[Tf2N],R125,283.1,0.1997,0.168,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
[emim]__[Tf2N]__R125__283.1__0.2977,729,729,[emim],[Tf2N],R125,283.1,0.2977,0.25,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
