sample_id,npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet
[pmpy]__[Tf2N]__R134__298.14__0.05,2294,2294,[pmpy],[Tf2N],R134,298.14,0.05,0.161,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__298.07__0.1,2295,2295,[pmpy],[Tf2N],R134,298.07,0.1,0.292,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__298.02__0.15,2296,2296,[pmpy],[Tf2N],R134,298.02,0.15,0.403,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__298.06__0.2,2297,2297,[pmpy],[Tf2N],R134,298.06,0.2,0.496,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__298.19__0.249,2298,2298,[pmpy],[Tf2N],R134,298.19,0.249,0.574,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__298.22__0.3,2299,2299,[pmpy],[Tf2N],R134,298.22,0.3,0.645,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__298.15__0.349,2300,2300,[pmpy],[Tf2N],R134,298.15,0.349,0.711,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__323.2__0.01,2301,2301,[pmpy],[Tf2N],R134,323.2,0.01,0.018,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__323.08__0.05,2302,2302,[pmpy],[Tf2N],R134,323.08,0.05,0.081,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__323.09__0.1,2303,2303,[pmpy],[Tf2N],R134,323.09,0.1,0.154,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__323.09__0.15,2304,2304,[pmpy],[Tf2N],R134,323.09,0.15,0.219,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__323.09__0.2,2305,2305,[pmpy],[Tf2N],R134,323.09,0.2,0.279,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__323.09__0.25,2306,2306,[pmpy],[Tf2N],R134,323.09,0.25,0.334,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__323.01__0.299,2307,2307,[pmpy],[Tf2N],R134,323.01,0.299,0.385,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__323.02__0.35,2308,2308,[pmpy],[Tf2N],R134,323.02,0.35,0.432,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__348.09__0.01,2309,2309,[pmpy],[Tf2N],R134,348.09,0.01,0.005,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__348.09__0.05,2310,2310,[pmpy],[Tf2N],R134,348.09,0.05,0.04,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__348.12__0.1,2311,2311,[pmpy],[Tf2N],R134,348.12,0.1,0.082,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__348.06__0.15,2312,2312,[pmpy],[Tf2N],R134,348.06,0.15,0.122,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__348.13__0.2,2313,2313,[pmpy],[Tf2N],R134,348.13,0.2,0.16,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__348.14__0.25,2314,2314,[pmpy],[Tf2N],R134,348.14,0.25,0.196,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__348.08__0.3,2315,2315,[pmpy],[Tf2N],R134,348.08,0.3,0.23,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[pmpy]__[Tf2N]__R134__348.07__0.35,2316,2316,[pmpy],[Tf2N],R134,348.07,0.35,0.262,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC(=CC=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
[bmpy]__[Tf2N]__R32__298.15__0.0096,2317,2317,[bmpy],[Tf2N],R32,298.15,0.0096,0.01,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(C)c1,C(F)F,Table S3. VLE HFCs
[bmpy]__[Tf2N]__R32__298.15__0.0995,2318,2318,[bmpy],[Tf2N],R32,298.15,0.0995,0.1,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(C)c1,C(F)F,Table S3. VLE HFCs
[bmpy]__[Tf2N]__R32__298.15__0.2495,2319,2319,[bmpy],[Tf2N],R32,298.15,0.2495,0.224,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(C)c1,C(F)F,Table S3. VLE HFCs
[bmpy]__[Tf2N]__R32__298.15__0.3995,2320,2320,[bmpy],[Tf2N],R32,298.15,0.3995,0.331,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(C)c1,C(F)F,Table S3. VLE HFCs
[bmpy]__[Tf2N]__R32__298.15__0.5496,2321,2321,[bmpy],[Tf2N],R32,298.15,0.5496,0.428,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(C)c1,C(F)F,Table S3. VLE HFCs
[bmpy]__[Tf2N]__R32__298.15__0.7005,2322,2322,[bmpy],[Tf2N],R32,298.15,0.7005,0.51,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(C)c1,C(F)F,Table S3. VLE HFCs
[bmpy]__[Tf2N]__R32__298.15__0.8506,2323,2323,[bmpy],[Tf2N],R32,298.15,0.8506,0.586,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(C)c1,C(F)F,Table S3. VLE HFCs
[bmpy]__[Tf2N]__R32__298.15__1,2324,2324,[bmpy],[Tf2N],R32,298.15,1.0,0.654,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,CCCC[n+]1cccc(C)c1,C(F)F,Table S3. VLE HFCs
[P4441]__[MeSO4]__R41__288.15__0.10024,2325,2325,[P4441],[MeSO4],R41,288.15,0.10024,0.04397,COS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)C,CF,Table S3. VLE HFCs
[P4441]__[MeSO4]__R41__293.39__0.09953,2326,2326,[P4441],[MeSO4],R41,293.39,0.09953,0.03903,COS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)C,CF,Table S3. VLE HFCs
[P4441]__[MeSO4]__R41__298.36__0.09953,2327,2327,[P4441],[MeSO4],R41,298.36,0.09953,0.03519,COS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)C,CF,Table S3. VLE HFCs
[P4441]__[MeSO4]__R41__303.15__0.10165,2328,2328,[P4441],[MeSO4],R41,303.15,0.10165,0.03334,COS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)C,CF,Table S3. VLE HFCs
[P4441]__[MeSO4]__R41__308.33__0.10633,2329,2329,[P4441],[MeSO4],R41,308.33,0.10633,0.03176,COS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)C,CF,Table S3. VLE HFCs
[P4441]__[MeSO4]__R32__288.15__0.10054,2330,2330,[P4441],[MeSO4],R32,288.15,0.10054,0.1174,COS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)C,C(F)F,Table S3. VLE HFCs
[P4441]__[MeSO4]__R32__293.15__0.10356,2331,2331,[P4441],[MeSO4],R32,293.15,0.10356,0.1097,COS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)C,C(F)F,Table S3. VLE HFCs
[P4441]__[MeSO4]__R32__298.19__0.102,2332,2332,[P4441],[MeSO4],R32,298.19,0.102,0.09925,COS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)C,C(F)F,Table S3. VLE HFCs
[P4441]__[MeSO4]__R32__303.17__0.10132,2333,2333,[P4441],[MeSO4],R32,303.17,0.10132,0.0878,COS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)C,C(F)F,Table S3. VLE HFCs
[P4441]__[MeSO4]__R32__308.39__0.101,2334,2334,[P4441],[MeSO4],R32,308.39,0.101,0.08052,COS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)C,C(F)F,Table S3. VLE HFCs
[P4441]__[MeSO4]__R23__288.15__0.10401,2335,2335,[P4441],[MeSO4],R23,288.15,0.10401,0.09487,COS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)C,C(F)(F)F,Table S3. VLE HFCs
[P4441]__[MeSO4]__R23__293.31__0.09981,2336,2336,[P4441],[MeSO4],R23,293.31,0.09981,0.0791,COS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)C,C(F)(F)F,Table S3. VLE HFCs
[P4441]__[MeSO4]__R23__298.33__0.1006,2337,2337,[P4441],[MeSO4],R23,298.33,0.1006,0.07188,COS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)C,C(F)(F)F,Table S3. VLE HFCs
[P4441]__[MeSO4]__R23__303.15__0.1028,2338,2338,[P4441],[MeSO4],R23,303.15,0.1028,0.06215,COS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)C,C(F)(F)F,Table S3. VLE HFCs
[P4441]__[MeSO4]__R23__308.45__0.10118,2339,2339,[P4441],[MeSO4],R23,308.45,0.10118,0.05197,COS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)C,C(F)(F)F,Table S3. VLE HFCs
[P4442]__[Et2PO4]__R41__288.15__0.10092,2340,2340,[P4442],[Et2PO4],R41,288.15,0.10092,0.05634,CCOP(=O)([O-])OCC,CCCC[P+](CCCC)(CCCC)CC,CF,Table S3. VLE HFCs
[P4442]__[Et2PO4]__R41__293.15__0.10139,2341,2341,[P4442],[Et2PO4],R41,293.15,0.10139,0.05145,CCOP(=O)([O-])OCC,CCCC[P+](CCCC)(CCCC)CC,CF,Table S3. VLE HFCs
[P4442]__[Et2PO4]__R41__298.17__0.10228,2342,2342,[P4442],[Et2PO4],R41,298.17,0.10228,0.04657,CCOP(=O)([O-])OCC,CCCC[P+](CCCC)(CCCC)CC,CF,Table S3. VLE HFCs
[P4442]__[Et2PO4]__R41__303.21__0.1022,2343,2343,[P4442],[Et2PO4],R41,303.21,0.1022,0.04296,CCOP(=O)([O-])OCC,CCCC[P+](CCCC)(CCCC)CC,CF,Table S3. VLE HFCs
[P4442]__[Et2PO4]__R41__308.15__0.10086,2344,2344,[P4442],[Et2PO4],R41,308.15,0.10086,0.03891,CCOP(=O)([O-])OCC,CCCC[P+](CCCC)(CCCC)CC,CF,Table S3. VLE HFCs
[P4442]__[Et2PO4]__R32__288.15__0.10311,2345,2345,[P4442],[Et2PO4],R32,288.15,0.10311,0.195,CCOP(=O)([O-])OCC,CCCC[P+](CCCC)(CCCC)CC,C(F)F,Table S3. VLE HFCs
[P4442]__[Et2PO4]__R32__293.15__0.10079,2346,2346,[P4442],[Et2PO4],R32,293.15,0.10079,0.1767,CCOP(=O)([O-])OCC,CCCC[P+](CCCC)(CCCC)CC,C(F)F,Table S3. VLE HFCs
[P4442]__[Et2PO4]__R32__298.37__0.10148,2347,2347,[P4442],[Et2PO4],R32,298.37,0.10148,0.1514,CCOP(=O)([O-])OCC,CCCC[P+](CCCC)(CCCC)CC,C(F)F,Table S3. VLE HFCs
[P4442]__[Et2PO4]__R32__303.19__0.09993,2348,2348,[P4442],[Et2PO4],R32,303.19,0.09993,0.1397,CCOP(=O)([O-])OCC,CCCC[P+](CCCC)(CCCC)CC,C(F)F,Table S3. VLE HFCs
[P4442]__[Et2PO4]__R32__308.21__0.10344,2349,2349,[P4442],[Et2PO4],R32,308.21,0.10344,0.1306,CCOP(=O)([O-])OCC,CCCC[P+](CCCC)(CCCC)CC,C(F)F,Table S3. VLE HFCs
[P4442]__[Et2PO4]__R23__288.15__0.09958,2350,2350,[P4442],[Et2PO4],R23,288.15,0.09958,0.2512,CCOP(=O)([O-])OCC,CCCC[P+](CCCC)(CCCC)CC,C(F)(F)F,Table S3. VLE HFCs
[P4442]__[Et2PO4]__R23__293.17__0.09908,2351,2351,[P4442],[Et2PO4],R23,293.17,0.09908,0.2284,CCOP(=O)([O-])OCC,CCCC[P+](CCCC)(CCCC)CC,C(F)(F)F,Table S3. VLE HFCs
[P4442]__[Et2PO4]__R23__298.35__0.10144,2352,2352,[P4442],[Et2PO4],R23,298.35,0.10144,0.2191,CCOP(=O)([O-])OCC,CCCC[P+](CCCC)(CCCC)CC,C(F)(F)F,Table S3. VLE HFCs
[P4442]__[Et2PO4]__R23__303.23__0.10016,2353,2353,[P4442],[Et2PO4],R23,303.23,0.10016,0.2031,CCOP(=O)([O-])OCC,CCCC[P+](CCCC)(CCCC)CC,C(F)(F)F,Table S3. VLE HFCs
[P4442]__[Et2PO4]__R23__308.27__0.10363,2354,2354,[P4442],[Et2PO4],R23,308.27,0.10363,0.1942,CCOP(=O)([O-])OCC,CCCC[P+](CCCC)(CCCC)CC,C(F)(F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__283.3__0.0099,2355,2355,[P44414],[HFPS],R134a,283.3,0.0099,0.032,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__283.05__0.05,2356,2356,[P44414],[HFPS],R134a,283.05,0.05,0.152,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__283.35__0.1,2357,2357,[P44414],[HFPS],R134a,283.35,0.1,0.289,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__283.2__0.15,2358,2358,[P44414],[HFPS],R134a,283.2,0.15,0.4029999999999999,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__283.15__0.2,2359,2359,[P44414],[HFPS],R134a,283.15,0.2,0.494,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__283.2__0.2503,2360,2360,[P44414],[HFPS],R134a,283.2,0.2503,0.5870000000000001,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__283.15__0.3002,2361,2361,[P44414],[HFPS],R134a,283.15,0.3002,0.672,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__283.15__0.3493,2362,2362,[P44414],[HFPS],R134a,283.15,0.3493,0.763,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__298.1__0.01,2363,2363,[P44414],[HFPS],R134a,298.1,0.01,0.019,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__298.1__0.05,2364,2364,[P44414],[HFPS],R134a,298.1,0.05,0.104,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__298.05__0.0999,2365,2365,[P44414],[HFPS],R134a,298.05,0.0999,0.1939999999999999,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__298.1__0.1499,2366,2366,[P44414],[HFPS],R134a,298.1,0.1499,0.273,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__298.1__0.2002,2367,2367,[P44414],[HFPS],R134a,298.1,0.2002,0.35,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__298.1__0.25,2368,2368,[P44414],[HFPS],R134a,298.1,0.25,0.418,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__298.1__0.2999,2369,2369,[P44414],[HFPS],R134a,298.1,0.2999,0.477,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__298.1__0.3502,2370,2370,[P44414],[HFPS],R134a,298.1,0.3502,0.53,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__323.15__0.0101,2371,2371,[P44414],[HFPS],R134a,323.15,0.0101,0.01,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__323.15__0.05,2372,2372,[P44414],[HFPS],R134a,323.15,0.05,0.0559999999999999,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__323.15__0.0999,2373,2373,[P44414],[HFPS],R134a,323.15,0.0999,0.111,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__323.15__0.1499,2374,2374,[P44414],[HFPS],R134a,323.15,0.1499,0.161,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__323.15__0.2,2375,2375,[P44414],[HFPS],R134a,323.15,0.2,0.209,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__323.15__0.2495,2376,2376,[P44414],[HFPS],R134a,323.15,0.2495,0.254,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__323.15__0.2999,2377,2377,[P44414],[HFPS],R134a,323.15,0.2999,0.293,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__323.15__0.3496,2378,2378,[P44414],[HFPS],R134a,323.15,0.3496,0.3329999999999999,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__348.1__0.0101,2379,2379,[P44414],[HFPS],R134a,348.1,0.0101,0.009,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__348.1__0.0504,2380,2380,[P44414],[HFPS],R134a,348.1,0.0504,0.037,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__348.1__0.1001,2381,2381,[P44414],[HFPS],R134a,348.1,0.1001,0.072,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__348.05__0.15,2382,2382,[P44414],[HFPS],R134a,348.05,0.15,0.105,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__348.1__0.2001,2383,2383,[P44414],[HFPS],R134a,348.1,0.2001,0.136,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__348.05__0.2504,2384,2384,[P44414],[HFPS],R134a,348.05,0.2504,0.165,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__348.1__0.3004,2385,2385,[P44414],[HFPS],R134a,348.1,0.3004,0.1939999999999999,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P44414]__[HFPS]__R134a__348.05__0.3504,2386,2386,[P44414],[HFPS],R134a,348.05,0.3504,0.221,FC(F)(F)C(F)C(F)(F)S(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCCCCCCCCCCCC,C(C(F)(F)F)F,Table S3. VLE HFCs
[P66614]__[Cl]__R41__288.15__0.106,2387,2387,[P66614],[Cl],R41,288.15,0.106,0.06752,[Cl-],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CF,Table S3. VLE HFCs
[P66614]__[Cl]__R41__293.35__0.10081,2388,2388,[P66614],[Cl],R41,293.35,0.10081,0.0618,[Cl-],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CF,Table S3. VLE HFCs
[P66614]__[Cl]__R41__298.66__0.10303,2389,2389,[P66614],[Cl],R41,298.66,0.10303,0.05918,[Cl-],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CF,Table S3. VLE HFCs
[P66614]__[Cl]__R41__303.21__0.10212,2390,2390,[P66614],[Cl],R41,303.21,0.10212,0.05326,[Cl-],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CF,Table S3. VLE HFCs
[P66614]__[Cl]__R41__308.55__0.10232,2391,2391,[P66614],[Cl],R41,308.55,0.10232,0.04901,[Cl-],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,CF,Table S3. VLE HFCs
[P66614]__[Cl]__R32__288.15__0.10589,2392,2392,[P66614],[Cl],R32,288.15,0.10589,0.1705,[Cl-],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(F)F,Table S3. VLE HFCs
[P66614]__[Cl]__R32__293.17__0.10406,2393,2393,[P66614],[Cl],R32,293.17,0.10406,0.152,[Cl-],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(F)F,Table S3. VLE HFCs
[P66614]__[Cl]__R32__298.37__0.09997,2394,2394,[P66614],[Cl],R32,298.37,0.09997,0.1363,[Cl-],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(F)F,Table S3. VLE HFCs
[P66614]__[Cl]__R32__303.15__0.10153,2395,2395,[P66614],[Cl],R32,303.15,0.10153,0.1291,[Cl-],CCCCCC[P+](CCCCCC)(CCCCCC)CCCCCCCCCCCCCC,C(F)F,Table S3. VLE HFCs
