model_family,seed,case_id,sample_id,refrigerant,refri_smiles,n_heavy_atoms,top_group_name,top_k_atoms,n_distinct_refri_groups,distinct_refri_groups,delta_y_top,delta_y_random,abs_diff_deltas,r_faith,tie_mechanism
V7-B,45,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.2499,R32,C(F)F,3,Refri:CH2F,3,1,CH2F,0.137812077999115,0.137812077999115,0.0,1.0,Monogroup_Molecular_Isomorphism
V7-B,45,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.2497,R32,C(F)F,3,Refri:CH2F,3,1,CH2F,0.1508246064186096,0.1508246044317881,1.986821485111534e-09,1.0000000131730595,Monogroup_Molecular_Isomorphism
V7-B,45,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.3995,R32,C(F)F,3,Refri:CH2F,3,1,CH2F,0.1690496802330017,0.1690496802330017,0.0,1.0,Monogroup_Molecular_Isomorphism
V7-B,45,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.3996,R32,C(F)F,3,Refri:CH2F,3,1,CH2F,0.1769424676895141,0.1769424895445505,2.1855036391738025e-08,0.9999998764850858,Monogroup_Molecular_Isomorphism
V7-B,46,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.01,R134,FC(F)C(F)F,6,Refri:CHF2,6,1,CHF2,0.0025785267353057,0.0025785287221272,1.9868215002903644e-09,0.9999992294747484,Monogroup_Molecular_Isomorphism
V7-B,46,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.123__0.05,R134,FC(F)C(F)F,6,Refri:CHF2,6,1,CHF2,0.0050855875015258,0.0050856441259384,5.662441259976503e-08,0.999988865832698,Monogroup_Molecular_Isomorphism
V7-B,46,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.132__0.1,R134,FC(F)C(F)F,6,Refri:CHF2,6,1,CHF2,0.0099706053733825,0.009970607360204,1.986821498989322e-09,0.99999980073215,Monogroup_Molecular_Isomorphism
V7-B,46,Case2_R134_vs_R134a,[emim]__[BEI]__R134__283.149__0.15,R134,FC(F)C(F)F,6,Refri:CHF2,6,1,CHF2,0.0184108614921569,0.0184108833471934,2.185503649929088e-08,0.9999988129284184,Monogroup_Molecular_Isomorphism
V7-B,46,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.01,R32,C(F)F,3,Refri:CH2F,3,1,CH2F,0.0179410986602306,0.0179410970459381,1.6142924982864848e-09,1.0000000899773551,Monogroup_Molecular_Isomorphism
V7-B,46,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0098,R32,C(F)F,3,Refri:CH2F,3,1,CH2F,0.0193910486996173,0.0193910506864388,1.9868215024587688e-09,0.9999998975392554,Monogroup_Molecular_Isomorphism
V7-B,46,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.1__0.0998,R32,C(F)F,3,Refri:CH2F,3,1,CH2F,0.0459724590182304,0.0459724461038907,1.2914339694858334e-08,1.0000002809147823,Monogroup_Molecular_Isomorphism
V7-B,46,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.0996,R32,C(F)F,3,Refri:CH2F,3,1,CH2F,0.0495248734951019,0.0495248625675837,1.0927518202807907e-08,1.0000002206471184,Monogroup_Molecular_Isomorphism
V7-B,46,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.2499,R32,C(F)F,3,Refri:CH2F,3,1,CH2F,0.1144921332597732,0.1144921233256657,9.934107494946609e-09,1.000000086766733,Monogroup_Molecular_Isomorphism
V7-B,46,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.2497,R32,C(F)F,3,Refri:CH2F,3,1,CH2F,0.1202460974454879,0.1202460974454879,0.0,1.0,Monogroup_Molecular_Isomorphism
V7-B,46,Case3_BF4_vs_PF6,[bmim]__[BF4]__R32__283.2__0.3995,R32,C(F)F,3,Refri:CH2F,3,1,CH2F,0.1411601305007934,0.1411600947380066,3.576278681527434e-08,1.0000002533491277,Monogroup_Molecular_Isomorphism
V7-B,46,Case3_BF4_vs_PF6,[bmim]__[PF6]__R32__283.2__0.3996,R32,C(F)F,3,Refri:CH2F,3,1,CH2F,0.1425220966339111,0.1425220966339111,0.0,1.0,Monogroup_Molecular_Isomorphism
